id_parcelle,pH_sol,azote_N_kg_ha,phosphore_P_kg_ha,potassium_K_kg_ha,pluviometrie_mm,temperature_moy_C,humidite_air_pct,type_sol,region,methode_irrigation,niveau_ensoleillement,qualite_drainage,niveau_fertilite_sol,classe_culture
P0251,6.77,42.1,46.7,58.6,639.9,22.0,52.2,Limoneux,Est,Pluvial,Eleve,Bon,Moyen,Legumineuses
P0076,7.03,136.8,50.8,42.9,630.0,27.4,44.9,Argilo-limoneux,Sud,Pluvial,Moyen,Bon,Eleve,Cereales
P0513,6.38,127.7,59.0,111.1,490.5,27.7,36.3,Sableux,Ouest,Aspersion,Eleve,Moyen,Bas,Cultures_industrielles
P0392,6.26,132.7,104.8,89.2,758.6,18.9,70.5,Argileux,Nord,Aspersion,Eleve,Bon,Eleve,Maraichage
P0433,6.7,177.6,70.8,82.8,981.4,27.1,59.3,Limoneux,Nord,Goutte-a-goutte,Faible,Moyen,Eleve,Maraichage
P0069,6.84,105.3,61.2,71.5,461.4,23.2,59.7,Limoneux,Sud,Aspersion,Eleve,Mauvais,Eleve,Cereales
P0168,6.36,25.6,59.2,74.0,553.5,19.0,45.6,Argilo-limoneux,Sud,Pluvial,Eleve,Bon,Eleve,Legumineuses
P0555,6.8,65.3,68.2,114.9,653.9,26.8,41.7,Argileux,Nord,Pluvial,Moyen,Moyen,Moyen,Cultures_industrielles
P0367,6.05,155.3,123.8,103.6,684.7,18.3,72.8,Argilo-limoneux,Nord,Goutte-a-goutte,Moyen,Bon,Eleve,Maraichage
P0346,6.12,112.3,55.0,126.9,814.5,24.0,79.4,Argileux,Centre,Pluvial,Moyen,Bon,Eleve,Maraichage
P0585,6.49,127.3,38.6,71.9,333.2,29.7,31.7,Argileux,Centre,Aspersion,Eleve,Bon,Bas,Cultures_industrielles
P0536,6.61,114.3,50.4,74.8,460.0,34.0,30.5,Limoneux,Sud,Aspersion,Moyen,Moyen,Bas,Cultures_industrielles
P0399,6.04,127.9,60.1,78.5,780.2,25.4,68.6,Limoneux,Sud,Goutte-a-goutte,Moyen,Excellent,Eleve,Maraichage
P0186,6.51,35.8,46.0,40.9,718.4,24.2,70.0,Argilo-limoneux,Est,Pluvial,Moyen,Bon,Eleve,Legumineuses
P0349,6.28,126.6,66.3,117.8,651.2,21.1,80.0,Limoneux,Centre,Aspersion,Eleve,Bon,Moyen,Maraichage
P0212,6.15,53.0,32.7,49.4,449.4,18.0,50.7,Sablo-limoneux,Centre,Pluvial,Moyen,Bon,Moyen,Legumineuses
P0580,5.88,110.6,65.7,82.5,628.8,26.8,55.7,Sableux,Centre,Aspersion,Eleve,Excellent,Moyen,Cultures_industrielles
P0503,5.94,73.3,43.0,77.9,595.5,30.4,23.7,Argileux,Centre,Gravitaire,Eleve,Moyen,Eleve,Cultures_industrielles
P0538,6.99,120.5,59.7,61.8,850.0,26.1,46.5,Argileux,Sud,Pluvial,Moyen,Bon,Bas,Cultures_industrielles
P0197,6.23,38.7,28.0,42.1,744.0,23.1,55.1,Sablo-limoneux,Nord,Goutte-a-goutte,Moyen,Moyen,Bas,Legumineuses
P0176,6.22,58.7,39.1,46.7,750.0,20.1,46.1,Sablo-limoneux,Est,Aspersion,Faible,Bon,Moyen,Legumineuses
